region,cs,freq,ml,el,wc,tweet,author,lat,lon,Cebu,34.75%,2148, Dumaguete,7.67%,474, Davao,27.64%,1709, CDO,29.94%,1851,6182
c,,,,,21, Si Manang fe na puno ng Positivity at sangkatutak na words of wisdom. \ud83d\ude0d\ud83d\ude0d\ud83d\ude0d #BCWMHFesTacioWedding #BCWMH39DaysOfHappyEverAfter   , TeensisforJODI,10.313161,123.959124,,,,,,,,,,,,,
o,,,,,21, World Egg Day \ud83d\udc23\ud83d\udc23\ud83d\udc23\ud83d\udc23\ud83d\udc23\ud83d\udc23\ud83d\udc23\ud83d\udc23\ud83d\udc23, kerendoo,8.241669,124.248393,,,,,,,,,,,,,
o,,,,,21," ""Because breakfast is the most important meal of the day. Good morning! #Tapa #Tocino #Longganisa @ De\u2026 http:\/\/t.co\/s9Z9TzsJaH""      "," ""13memei",8.476376,124.650653,,,,,,,,,,,,,
c,,,,,21, @dar9000 @heystaceeeyyy them blocks is the future mehnnns. cuz scala said so  them other proggy's just a copy cat. hehe, markjeee,10.386735,123.97478,,,,,,,,,,,,,
d,,,,,21," And the song \""A thousand years\"" just had to play while I was holding back the tears from falling \ud83d\ude22", _ninaubag,9.312882,123.301883,,,,,,,,,,,,,
o,,,,,21, MY PLAYLIST\nPOP  INDIE  TECHNO  INDIE  INDIE  METAL ROCK  REGGAE REGGAE INDIE REGGAE POP POP POP TECHNO  INDIE  REGGAE REGGAE  HAHAHAHAHA, AkouhLeeki,8.569436,124.474169,,,,,,,,,,,,,
o,,,,,21, that moment nga naa ka sa cr and pag lingi nimo sa kilid naai spider. \ud83d\ude30\ud83d\ude31\ud83d\ude31, DyanJenica,8.473547,124.674416,,,,,,,,,,,,,
c,,,,,21, \u521d\u65e5\u304b\u3089Mac\u6f70\u308c\u3066\u663c\u98ef\u304c\u3066\u3089\u76f4\u3057\u306b\ud83d\ude2d http:\/\/t.co\/FpL8nv4uAj   , totaaa_no,10.318854,123.90522,,,,,,,,,,,,,
c,,,,,21, Time In \u270f\ufe0f\u2712\ufe0f\ud83d\udcd3\ud83d\udcce\ud83d\udccc\ud83d\udcc2 (@ 19th TeeShop HQ) https:\/\/t.co\/HjGPwsGfiq, melvindaumar,10.313993,123.89371,,,,,,,,,,,,,
c,,,,,21," \""@giadelacruzzz: \u201c@FunnyPinoyQuote: Yung classmate mong feeling officer. HAMPASIN KITA NG UPUAN E! http:\/\/t.co\/pOixdjVx1o\u201d mashado kase eh\""", jecillelovers16,10.289285,123.856894,,,,,,,,,,,,,
v,,,,,21, Ano pa bang dapat na gawin pa? Skg pananamit at pananalita. Upang iyg mapabigyan ng pansin. Akg paghanga at pagtingin sayo., xngdlcrz,7.059097,125.607566,,,,,,,,,,,,,
c,,,,,21, Antawa ko dun sa.naging favor8 song nya kc madali ma memorize ang lyrics. \nSo Pani Wawa! galing mo tlga magpalusot!, luByOu_OMG,10.374339,123.632716,,,,,,,,,,,,,
c,,,,,21, Basic Photography Class S.Y. 2014-2015 1st Semester \ud83d\udcf7 @ University of San Carlos TC - CAFA http:\/\/t.co\/1T9WTxr4Ea, raisauy,10.344117,123.914811,,,,,,,,,,,,,
c,,,,,21, Travel as much as you can. \u2708\ufe0f\ud83d\ude0d#AirportOOTD @ Mactan-Cebu International Airport Authority (MCIAA) http:\/\/t.co\/NhXhQMBGXv, realyssha,10.316354,123.979012,,,,,,,,,,,,,
c,,,,,21, ANG BUNTIS NA GANI ANG MANGALA  AYNAG PALAG.\n\n\u2764\u2764#manicmonday #pizzalover #pizzaAddict #cheatday\u2026 http:\/\/t.co\/m6UKcPBanA, RolandEdjecLaus,10.329147,123.9028,,,,,,,,,,,,,
o,,,,,21," ""LGUs""  NGOs  Academe  Religious groups were already informed about the changes and again "" na change ulet. Grabe na talaga ang sponsor!""  "," ""Romeoluzanojr",8.575777,124.370281,,,,,,,,,,,,,
c,,,,,21," ""\@IrishElic: penguins ba talaga yon? o nagpapanggap lang para masira lalo CDP. kung wala kang magawa matulog ka nang leche ka.\"" "," ""sheskateeeee",10.314252,123.91007,,,,,,,,,,,,,
c,,,,,21, Coffee shop hopping...kasi yung iba jan ayaw mag papicture... tayong dalawa nalang... paaga nlwat kita\u2026 http:\/\/t.co\/80TDrTz2TR, lovelorn_04_16,10.320449,123.899213,,,,,,,,,,,,,
c,,,,,21," \""@NotebookMsgs: \""Don't trust words  trust actions.\""\""\n\nEve of the Grandest JOSHANE GT\nONEDayToGo JOSHANE GT \nRelive The Magic JOSHANE", itsjmjLast,10.289524,123.870822,,,,,,,,,,,,,
o,,,,,21," \""@HardK0wts: I love MATH:\n\nM-eryenda\nA-gahan\nT-anghalian\nH-apunan\n#AmazingRacePHILIPPINES RT if you love Math too\""", iancreation26,8.40856,124.290037,,,,,,,,,,,,,
v,,,,,21, @JowleyPinkka Ay na diha jul okay na ko walay lovelife hahahahahaha Im happy w my life now. Single blessedness \ud83d\ude02, clalarity,7.113553,125.629678,,,,,,,,,,,,,
v,,,,,21, OMFG! Di na si sister ang christology teacher ko!!\ud83d\ude18\ud83d\ude0d\ud83d\ude02 YES. Thank you God\ud83d\ude4f, mykelmabss,7.061964,125.576379,,,,,,,,,,,,,
o,,,,,21, Impresses by the performance of @drose give limited minutes but still scored 13 points and dished out 5 assists wiw #theRETURN, RicohIshii,8.486917,124.629409,,,,,,,,,,,,,
v,,,,,21, I'm gonna love ya until you hate me. And I'm gonna show ya what's really crazy \ud83c\udfa7, BelleAbrasaldo,7.018222,125.500642,,,,,,,,,,,,,
v,,,,,21," \""dan ganahan kaayo ko sa imong buhok maski wa kay panudlay\"" ay char hahahaha ulaw ta. maski mura tag wakwak haha", DanicaCanuto,7.072867,125.602769,,,,,,,,,,,,,
v,,,,,21, I trust you Papa God! Thank you for all the blessings! push lng ng push!!! \ud83d\udc7c\ud83d\ude07\ud83d\ude4f, abegail_marie,7.083038,125.616637,,,,,,,,,,,,,
c,,,,,21," AHSBEKEURBRK GO SING THE WGOLE SONG NIALL OMGG \""@1DAlertWW: Better quality of SMG!! \ud83d\ude0d\ud83d\ude2d https:\/\/t.co\/5DPSFs6Rco\""", ArleighStyles,11.080484,123.937946,,,,,,,,,,,,,
o,,,,,21," @detroit411 now I'm jealous of where you're at. All I have here is the \""rainy\"" and no brilliant. Haha!", zeniikki,8.470632,124.636473,,,,,,,,,,,,,
d,,,,,21, You act as if badass kaayo ka pero in reality you're just pikon af. \ud83d\ude02\ud83d\udc4f\ud83d\udc4c, KyleMhylene,9.316859,123.301414,,,,,,,,,,,,,
v,,,,,22," ""@clairesalaysay gani i dont know how to write it either huhu haha btw ilan paragraphs sa news article mo? pwede 5 lg?""  "," ""AyamaPrincess",7.321329,125.678925,,,,,,,,,,,,,
v,,,,,22," ""One thing that I have learned this day? Take a risk. Take a chance. Make a change. #IOPsych\ud83c\udf8a\ud83c\udf89""  "," ""HiGabut",7.104264,125.621251,,,,,,,,,,,,,
o,,,,,22," ""Raspberry infused white tea is love :) i have a fe fuschiahotpink ill give you one tomorrow. More\u2026 http:\/\/t.co\/iIyt8M7Gxu"," ""rauldelecaros",8.453686,124.622714,,,,,,,,,,,,,
o,,,,,22, Ako: go lance! Woooh Martinez! \nUzi: go coco Martin! \nAid: Choco Martin! \ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02, ohsnapitzapril1,8.425879,124.604004,,,,,,,,,,,,,
c,,,,,22, @Haruuukii nice ka one!! Peste carlitos ako kuyog nag lakaw mi tibuok 4km kay hubog kay ang buang gikan pa siya LIV, realvincejanea,10.344194,123.94761,,,,,,,,,,,,,
o,,,,,22, I'm at School of Business and Management Building in Cagayan de Oro City  Misamis Oriental w\/ @patootiiiie https:\/\/t.co\/TPnlGUtXgu, almaaaary,8.476516,124.647845,,,,,,,,,,,,,
v,,,,,22, Sakit jd sya sa heart dle nko matake ge  tulog nko dle jd nko matake. \ud83d\udc94 naa pa mi klase ugma :(, Jannzel4,7.128384,125.620262,,,,,,,,,,,,,
d,,,,,22, \@imleeegwaras: POP Song - Simpleng Tulad Mo (DJP) \nPOP SONG A - 2331 Vote \ud83d\udc49 http:\/\/t.co\/Rs3lGpnt7M http:\/\/t.co\/JpajijxPor\   , clairerosillo07,9.313212,123.275858,,,,,,,,,,,,,
o,,,,,22, Gituyo to sa Ginoo ipag uban mi ug 3 Days. Naay reason  naay meaning. Now I just have to figure out what., majoyconquilla,8.473018,124.646593,,,,,,,,,,,,,
c,,,,,22," \""@itsJaneOineza: Bumped into fifi!!! @FifthSolomon good to see you!! Dami chika at tawanan ah! \ud83d\ude02 movie soon! http:\/\/t.co\/ExgxtsR73L\""", JaneyandShoti,10.268205,123.836662,,,,,,,,,,,,,
c,,,,,22, I am learning a lot about our local corn called #tinigib! It's #awesome! #iBLOGforCEBU #Cebu #CebuCity\u2026 http:\/\/t.co\/XYpLXHO5qw   , cutieshankybaby,10.312862,123.902857,,,,,,,,,,,,,
c,,,,,22," \""@LenlovesSG: and we have our last winner for tonight!!! :) Congratulations to @marielacriz !! :)\""Congratulations!!!! Saya nmn.hahaha\ud83d\udc4d\ud83d\udc4f\ud83d\udc4f", gianrahmona,10.325663,123.987879,,,,,,,,,,,,,
o,,,,,22, If through a broken heart God can bring His purposes to pass in the world  then thank Him for breaking your heart., auramaria028,8.994945,124.886454,,,,,,,,,,,,,
d,,,,,22, Catherine  you are not God. Therefore  there are some things that you just cannot control no matter how hard you try to., _ninaubag,9.31289,123.301894,,,,,,,,,,,,,
c,,,,,22, Getting that bob i've always wanted. (@ Franzy Hair Salon in Cebu City  Cebu) https:\/\/t.co\/k3tBAyK083 http:\/\/t.co\/sso2PjOQLr, xoxoXTY,10.317745,123.903876,,,,,,,,,,,,,
c,,,,,22, @ChristineLoveCD yah break lng dont worry mag oonline pa ako ngayown until monday ends \ud83d\ude1e after this uhmmm break na ako, kishahahaha_,10.308754,123.905458,,,,,,,,,,,,,
c,,,,,22, Getting ready for ID113 final exam \ud83d\ude24\ud83d\ude23 (@ USC TC - CAFA Building in Cebu City  Cebu) https:\/\/t.co\/inYoxQ8Mod, thewalkingcandy,10.352452,123.910793,,,,,,,,,,,,,
o,,,,,22," ""\@carantigua: @maloiLouise kanang layo pa btw kun hapit na mag Karag Karag dyun tag pangita. Hahaha dapat kanang ready na. #charlang hahHHa\"" "," ""lulubelsss",8.486018,124.646881,,,,,,,,,,,,,
o,,,,,22, Cge kag ingon ug move on  pero sa pag.ingon palang nimo sa 'move on' kay mas makadumdom pahinuon ka niya  hahayz, Jefrobtastic,8.509009,124.754873,,,,,,,,,,,,,
v,,,,,22, @shelleyhennig ouija is so amazing!! Just watched it with my friends here in the Philippines!! \ud83d\ude0a\ud83d\udc4d\ud83d\udc4f\u261d, heydeaan,7.078602,125.613781,,,,,,,,,,,,,
c,,,,,22, @MaThFa13 magchikachika mn mi nya indai sa amo mga lovelife haha. Anak bya na nko mommy bya ko nya hihi. Lage. Tsk., janine200994,10.384608,123.919056,,,,,,,,,,,,,
c,,,,,22," \""@vicekeyy: Di kase makkapagwash the dishes si Y kasi di nya abot lababo pero ang cute ni K \ud83d\ude02\ud83d\ude02\""", im_kharia,10.377936,123.956377,,,,,,,,,,,,,
d,,,,,22," \""@ProudKathNiel: Pop Screen Kiss?! HAHAHAHAH O M G \ud83d\ude02\ud83d\ude02\ud83d\ude0d\u2764\u2764\u2764 -P http:\/\/t.co\/ETAryqBar3\""", clairerosillo07,9.313211,123.275856,,,,,,,,,,,,,
c,,,,,22, I've always loved rain! Brought me back to my childhood. #kissintherain \u2614\ufe0f @ Sitio San Miguel \u2026 http:\/\/t.co\/Ju8k7aMNmP, akosidonjandhi,10.336549,123.907715,,,,,,,,,,,,,
v,,,,,22, GLOBE MORNING! Maka hyper ang 10 hours na tulog. Ta! Work na ta! @ Globe Sm City Davao Annex http:\/\/t.co\/3TXJGe2pUn, joelcasas517,7.049662,125.589368,,,,,,,,,,,,,
o,,,,,22," ""Kabalo ko maski unsa pani ka dako ang trial nga ginaface"" "" God has plans and I trust in Him \ud83d\ude4f\u261d"""," ""angelashekinah",8.492289,124.612782,,,,,,,,,,,,,
c,,,,,22, @the_korrs @naritalopez Gipangutana man nako siya kung mutake pa siya. Ana siya depende daw sa iyang mama. Iyang mama diay magexam lol, zarrrawr,10.303512,123.891927,,,,,,,,,,,,,
v,,,,,22, I know ugma pa mag sink in ang kulba kung naa nako sa venue. So help me God \ud83d\ude4f\u261d\ufe0f, HiGabut,7.104279,125.621253,,,,,,,,,,,,,
c,,,,,22, @medschooladvice: Young people that delay their bedtime over the weekend and then have trouble waking up on Monday morning = social jet lag., chaarbaakii,10.29965,123.864041,,,,,,,,,,,,,
o,,,,,22," ""Meanwhile.... \Why you gotta be so rude"" "" i'm gonna marry her anyway.\ :p #lipsync @ Mister Donut\u2026 http:\/\/t.co\/nPGhoG8eUu""     "," ""ZYSSZLSS",8.237795,124.243902,,,,,,,,,,,,,
c,,,,,22, Mangdelete nakog friends sa facebook nagmahay jud ko ako silang gipangaccept I'll be deleting friends kay hapit na mapuno ako fb ;), ItsmeThessaniel,10.300209,123.871153,,,,,,,,,,,,,
c,,,,,22, OMG NI AWOO ANG DOGS HELP ME SLk(2!*([\u00a2=j HELPSNOA! CANT AND WONF SLEEP NAKn;an(@!* \ud83d\ude28\ud83d\ude49, Darryaya,10.351433,123.942465,,,,,,,,,,,,,
o,,,,,22, Tuesdays can be fun if you make someone's day \u2764\ufe0f#bdo #branch087 @ The Backyard Grill Cdo http:\/\/t.co\/eCJ1ZLZXXy, FaithelenAmparo,8.47568,124.64504,,,,,,,,,,,,,
c,,,,,22," oops... I saw a \""rich kid\"" walking around the corner \ud83d\ude1c #j.codonuts #mango #paparazzi #sisterlove @\u2026 http:\/\/t.co\/pTINp0bdmh", kathleenjadelu,10.316862,123.902209,,,,,,,,,,,,,
c,,,,,22, Kung kinsa mn tong nisulti niya. Bantay lang kag mahibaw-an nako kung kinsa kang giataya ka. Kurog2 lage nang tuhod nimo!, Thereselalala,10.370916,123.957017,,,,,,,,,,,,,
o,,,,,22," ""Lord. Salamat kaau kay I can still afford to smile gawas sa kadghan namung buluhaton sa school.\u2026 http:\/\/t.co\/yLLyYYV8EA""      "," ""maikingjane",8.528929,124.571177,,,,,,,,,,,,,
v,,,,,22, While im playing DOTA\nAte brij: ano yan hunger games?\nMe: \ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02 lol, SamPintowan,7.07931,125.590402,,,,,,,,,,,,,
c,,,,,22, Kelan kaya ako kikiligin uli yung tipong manonood lang ako ng guesting ng shinian noon ts sasabihin na nila tumatawa praning lang??, miahtics,10.291326,123.872709,,,,,,,,,,,,,
o,,,,,22," \""@KATHNIELKingdom: This ship will go through some waves. Kapit lang guys! We can do this \ud83d\udc4a\u2693\ufe0f\ud83d\udea3 #KathNielASAPPop\""", imevonngrace,8.571569,124.456328,,,,,,,,,,,,,
c,,,,,22, Ginabi na talaga sila sa paghahanap ng bahay para kay Manang fe at Mang Anastacio! \ud83d\ude0a\ud83d\ude0d\ud83c\udf03 #BCWMH40DaysOfDreamsAndFulfillment, TeensisforJODI,10.31332,123.959268,,,,,,,,,,,,,
c,,,,,22, Good morninggg \ud83c\udf1e\u2600\ufe0f (@ Cebu I.T. Park in Cebu City  Cebu) https:\/\/t.co\/yTi6KgCNjC http:\/\/t.co\/6AjrvxrFmL, meijoidagreat,10.32925,123.906594,,,,,,,,,,,,,
c,,,,,22, Ang hirap kasing magpanggap na masaya ka kung sa loob naman ay  raming bumabagabag sayo. \ud83d\ude14\ud83d\udc94\ud83d\ude25 #BCWMH34DaysOfKapitBisigLove, TeensisforJODI,10.313291,123.959207,,,,,,,,,,,,,
c,,,,,22, This is it a perfect day for Manang fe and Mang Anastacio's wedding! \ud83d\ude0d\ud83d\ude0d\ud83d\ude0d #BCWMHFesTacioWedding #BCWMH39DaysOfHappyEverAfter   , TeensisforJODI,10.313161,123.959124,,,,,,,,,,,,,
d,,,,,22, \@imleeegwaras: Pop Soundtrack Album - Got To Believe \nPop Sound B - 2331 Vote \ud83d\udc49 http:\/\/t.co\/Rs3lGpnt7M http:\/\/t.co\/bFS7fvxsoJ\   , clairerosillo07,9.313211,123.275856,,,,,,,,,,,,,
c,,,,,22, Be @ranzmntlb give me 1 hour extension hehhe 12 nko mo go sa SM ha. Wala pako nag babath man. \ud83d\ude0a, Ctuft,10.313392,123.885104,,,,,,,,,,,,,
d,,,,,22, Good food with good company \ud83c\udf6e\ud83c\udf79\ud83d\udc4c @ Abby's by Pinky Coffee and Sweets http:\/\/t.co\/BU01g3v55w, ninlovesyou,9.306195,123.30862,,,,,,,,,,,,,
d,,,,,22, Pop Male artist pop song pop album pop soundtrack music video celebrity cameo. Ohmyghaaad \ud83d\ude31\ud83d\udc4a\ud83d\udc4d\ud83d\udc4d, imluiiisajoy,10.269957,122.857621,,,,,,,,,,,,,
c,,,,,22, White chocolate dream date \ud83d\ude04\u2615\ud83c\udf7c\ud83c\udf70 @ The Coffee Bean I.T Park Cebu http:\/\/t.co\/mQRwwfZksO, BoyBlessy,10.327775,123.906307,,,,,,,,,,,,,
o,,,,,22, playing Jenga with my partner in crime forevs @CarmelaMende hahahaha! 3am nang dako \ud83d\ude4c\ud83d\ude02 #jenga http:\/\/t.co\/x6l8TwlDwF, GrachelleMende,8.508032,124.605268,,,,,,,,,,,,,
v,,,,,22, This is going to be the 5th book im going to read in this break see how boring my week has been, theeveryicon,7.122625,125.65244,,,,,,,,,,,,,
c,,,,,22, Its a small world after all. My grade 5 elementary classmate     During the 1st year Anniversary of\u2026 http:\/\/t.co\/MNxqAstRSk, yoriestorm,10.25615,123.951104,,,,,,,,,,,,,
o,,,,,22, Pag humana ko ug clean  pagka taod2 ma gubot nsd \ud83d\ude2d\ud83d\ude02\ud83d\ude02\ud83d\udc4a http:\/\/t.co\/liIH5SjPBr, pikopott,8.474582,124.693763,,,,,,,,,,,,,
o,,,,,22, Where else would an art enthusiast  book lover  milk tea fan  and vintage soul rather be? CHINGKEETEA\u2026 http:\/\/t.co\/FTReAWB17n, mamagz,8.476056,124.644473,,,,,,,,,,,,,
c,,,,,22, Window shopping. One more time! Lols (@ SM City Cebu - @smsupermalls in Cebu City  Cebu) https:\/\/t.co\/xKXzJebRGK http:\/\/t.co\/dx2iWrnR1h  , cher_iver,10.31152,123.918185,,,,,,,,,,,,,
v,,,,,22, @kevinjee8 Kung Emergency bya first na maisip nko ky Laptop haha..May nalang gani tga Davao ko makuha nko dayun ugma...haha, kiimedotcom,7.112195,125.628201,,,,,,,,,,,,,
c,,,,,22, Ako naman ngayon ang lalaban para same Latin. Chaaar tagaleg :3\n#Getwellsoon #Imissyou #Iloveyou &lt;3 @\u2026 http:\/\/t.co\/SG0aJqTa0H, Euphilmia,10.289521,123.869386,,,,,,,,,,,,,
c,,,,,22, For those who were not able to attend  another candle prayer will be held at 5:30 pm today. #ayearafter #quakeanniv @sunstaronline, marizpuyo,10.294359,123.90241,,,,,,,,,,,,,
d,,,,,22, Leche. Bigla kong naalala ang Truth or Dare \ud83d\ude33\ud83d\ude33\ud83d\ude33\ud83d\ude01\ud83d\ude06\ud83d\ude48\ud83d\ude4a, clairerosillo07,9.313211,123.275856,,,,,,,,,,,,,
c,,,,,22, To my Grade 5 Math teacher\/everday supporter\/my ultra-loving-super-caring-mega-dynamic mom  HAPPY\u2026 http:\/\/t.co\/68YEUtjaIn, ohohbilzy,10.387498,123.917692,,,,,,,,,,,,,
o,,,,,22, I'm at School of Business and Management Building in Cagayan de Oro City  Misamis Oriental w\/ @nickyniiii https:\/\/t.co\/NIVySVuaMP, patootiiiie,8.476516,124.647845,,,,,,,,,,,,,
c,,,,,22, \u201c@medschooladvice: It is possible to get through medical training without becoming dependent on coffee. The trick is never to start.\u201d, chaarbaakii,10.299675,123.864138,,,,,,,,,,,,,
c,,,,,22," \""@Jane_U_Oineza: \""@iJoshAne: SixDaysToGo JOSHANE GT\nJOSHANE Magkabilang Mundo\nIto yon oh!ang cute ni jboy...\n\ud83d\ude3b http:\/\/t.co\/lXXOYPxarA\""\""", EmilyEmzlarraga,10.287025,123.971518,,,,,,,,,,,,,
d,,,,,22, @daybinaoro Good luck tho!\ud83d\ude18 Hihi maybe nxt year who knows hi mo ko sa mga section H people\ud83d\ude02, nicepantaleta,9.328426,123.299546,,,,,,,,,,,,,
c,,,,,22," \""@kishahahaha_: pag may RICHARD GOMEZ asahan mong may DAWN ZULUETA sa kasunod \ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\""", sheskateeeee,10.314252,123.910072,,,,,,,,,,,,,
d,,,,,22, But I'm in so deep. You know I'm such a fool for you  you got me wrapped around your finger., TrinaParane,9.513577,123.160069,,,,,,,,,,,,,
c,,,,,22, \u201c@TheKnowledge: Hugging someone that you really miss can literally improve a person's mood and relieve stress.\u201d @rainebums \ud83d\udc95, sheisCLAIRE,10.355096,123.912138,,,,,,,,,,,,,
c,,,,,22," \""@juenreyuan: \""@sixthshade: \"" Dimples are so damn attractive.\"" Therefore  I am attractive. JK \ud83d\ude04\u270c\"" JK for June Karla. Thanks friend.\"" - ew", sixthshade,10.361173,123.948937,,,,,,,,,,,,,
c,,,,,22, #Cebu is 42 prcnt sufficient for white corn and 2.5 percent in yellow corn  Gerome Mubag  from Provl Agri Ofc #EcologicalAgriculture , CebuInfocen,10.306306,123.90914,,,,,,,,,,,,,
d,,,,,22, Manlimpyo bia unta ko'g kwarto run pero\n1. late ko kamata\n2. gipatabang kos gawas\n3. gikapoy ko\n4. katulugon nako, dawnining,9.302128,123.291542,,,,,,,,,,,,,
c,,,,,22, You're the STAR that deserves to be acknowledged and remembered forever :*\n Congratulations @vicegandako :D\n#proud ! http:\/\/t.co\/DCCD8SIcHt, anggeeeeeeee,10.281715,123.857811,,,,,,,,,,,,,
c,,,,,22, Kawali Party \ud83c\udf5b\ud83c\udf74 (@ Muvanz Pocherohan and Seafoods in Cebu City  Cebu w\/ @antonettearcs @khaniiwest @goldiegerr) http:\/\/t.co\/qH0080Bw2n, ShamaeOfficial,10.311531,123.895058,,,,,,,,,,,,,
o,,,,,22," Feelingon nga miming :D dli njud ko mamalangga ug iring. :3 last nto silang orange ug tiger. :\"")\u2026 http:\/\/t.co\/qAXSc9YFc9", CMLabadan,8.510553,124.769671,,,,,,,,,,,,,
c,,,,,22, #RandomFactsAboutMe Sometimes I put my earphones in even when I'm not listening to music just so people won't disturb me..., jettpe,10.315087,123.878527,,,,,,,,,,,,,
c,,,,,22, @kishahahaha_  hahahah maghoodie ka baka makilala ka nila..sikat ka pa man din kilalang kilala ng mga tao\ud83d\ude02\ud83d\ude02, ChristineLoveCD,10.383803,123.956571,,,,,,,,,,,,,
c,,,,,22," \""@eloisadrecinto: #KathNielASAPPop \nSolo ASAP Prod For KathNiel \nNo One Can Beat The Original KathNiel \ud83d\udc97\ud83d\udc6b http:\/\/t.co\/QaTXAzgvrA\""", jecillelovers16,10.289045,123.85691,,,,,,,,,,,,,
v,,,,,22," Antok much    mamaya na ko magwork   kung bakit kasi on call  tapos ako lang andito   haiistt\n\nJoshAneGT Livestream \nSixDaysToGo JOSHANE GT\""", phylizelezxn23,7.076404,125.624869,,,,,,,,,,,,,
d,,,,,22, :: thEse aRe mY savioUr! ThanK yOu fOr kEepinG me Up aLL noGht \ud83d\udc4d #Chocolates #Hersheys #SweetTooth @\u2026 http:\/\/t.co\/9kj4UE9TFC, DMKatada,9.298427,123.307546,,,,,,,,,,,,,
o,,,,,22," \""@IslamicTongue: Ya Allah if someone hates me for my happiness  I ask You to send them happiness so that they forget mine.\""", angguloairah,8.238217,124.244274,,,,,,,,,,,,,
v,,,,,22, My Pre-Workout Meal...:D Dragon Fruit  Milk  Coconut Syrup &amp; Chia Seeds...;) Thank you raqchard for\u2026 http:\/\/t.co\/uPTuj08yD9, aubrey100184,7.039483,125.505705,,,,,,,,,,,,,
d,,,,,22," \""@IMJDGB: Lola din po ni dj at jc padilla yung nag neneed po g blood donation paki tweet nalang po si @soyyyagoncillo\""", clairerosillo07,9.313211,123.275856,,,,,,,,,,,,,
c,,,,,22," \""@ButTrueStory: me: omg did i reply too fast \n\nme: they're going to think i'm obsessed with them\"" omg this", kirsteeengail__,10.265132,123.845751,,,,,,,,,,,,,
c,,,,,22, BLUED  for today's first sunday mass. char ra gud. hehe. blessed sunday to all! #ootd @ Perpetual\u2026 http:\/\/t.co\/WywgoPWl5o, crispinjr14,10.31455,123.89914,,,,,,,,,,,,,
v,,,,,22, Went Korean with Dad. \udbb9\udcee (@ Manna Korean Restaurant in Davao City  Davao Region) https:\/\/t.co\/W8QiA9hXII http:\/\/t.co\/pgkPSNbDn7, iamdandayao,7.07038,125.613961,,,,,,,,,,,,,
v,,,,,22, Kbye i off na daw sa akong kuya ang internet kay matulog na daw sya \ud83d\ude11 kay tamad daw ko mugawas, iamsittichan,7.037013,125.512773,,,,,,,,,,,,,
v,,,,,22, WAFUU! \ud83d\ude18\ud83d\ude18 NAAY LANG GAMAY BA! TSK.X OKAAYY LANG BASTA NAGTAPAD JUD MI! #LOVEDI\ud83d\ude18\ud83d\ude18, VKmylabss,7.13946,125.586978,,,,,,,,,,,,,
c,,,,,22, Akalain nyo si Kuya PA nag FAVE. sya kasi pasimuno ng GULONG eh   ahaha sabi na eh :D http:\/\/t.co\/cAsbFMBITR, itsjmjLast,10.289594,123.870803,,,,,,,,,,,,,
d,,,,,22, The best of me to start the sem\ud83d\ude08 (@ Robinsons Place Dumaguete in Dumaguete City  Negros Oriental) https:\/\/t.co\/u0lKKsnLn2, ItsMeLiLJ,9.298334,123.303756,,,,,,,,,,,,,
o,,,,,22, 14 years of knowing this guy.. Love him like a brotha! \ud83d\udc6b @ Kampo Juan - Manolo Fortich  Bukidnon http:\/\/t.co\/5r6MuY0BtE  , ItsCleverCleve,8.394934,124.847525,,,,,,,,,,,,,
c,,,,,22, Thanks for the pasalubong Strawberry Jam from Benguet &amp; Pastel from Camiguin @itscahwen (@ 7-Eleven in Cebu City) https:\/\/t.co\/M47e1OLhsv, bisdak_explorer,10.299222,123.878514,,,,,,,,,,,,,
o,,,,,22, Dapat 2 weeks ang intrams kai para mura gyud ug sembreak. Atik ra kaayo ning 1 week tas pgka monday klase nsad., russmaeofficial,8.435455,124.621384,,,,,,,,,,,,,
c,,,,,22, na try ko ng smart-tnt-sun FREE INTERNET+unliFB send 9999...! u can save ur money  heheh try it now! gogogooo!, dina_bongs,10.261347,123.861657,,,,,,,,,,,,,
c,,,,,22, Sabi ng friend ko..crush saw paglalandi lang daw. So Hindi ko pala siya crush kasi di ko siya nilalandi! Whahaha #CrushieProblem   , Cerstillore,10.288606,123.870627,,,,,,,,,,,,,
v,,,,,22, Coz yesterday's Fave Color's day. Haha. Ew Pink. Ew Yellow. Nice Red! HAHA With @ahnika_zhan @23candypink http:\/\/t.co\/VMn1yHO42A, alphaAdds,7.072356,125.612823,,,,,,,,,,,,,
c,,,,,22, \u201c@GlRLSPOSTS: Believe it or not there's someone out there waiting to meet someone just like you.\u201d Aww \u2764\ufe0f   , ayathepapaya,10.320125,123.933301,,,,,,,,,,,,,
c,,,,,22, @taylorrens94 sis meron din kami sa CEBU ? ^_^\n\nEve of the Grandest JOSHANE GT\nONEDayToGo JOSHANE GT \nRelive The Magic JOSHANE, itsjmjLast,10.289523,123.870784,,,,,,,,,,,,,
c,,,,,22, Cause the weather seems so cruel... \u2614\u2764\ud83d\udc8b\r#raining #selfie #anim\u00e9 #fairytail #swordartonline\u2026 http:\/\/t.co\/4SEcDlYl9x, saoyMiNAJ,10.30962,123.87439,,,,,,,,,,,,,
