region,cs,freq,ml,el,cswc,wc,tweet,author,lat,lon,,,,,,,,,,,,
d,d,,,,,10, Guba diet. @ Tanjay City Negros Oriental http://t.co/CblBfDCspG, GMTFX,9.515697,123.159913,,,,,,,,,,,,
d,d,,e,,,11, @MadsOfGlobe yesss. But then again no email from u guys. Hay, _LouellaJean,9.516109,123.162573,,,,,,,,,,,,
d,d,,,,,10, Naa na tawon koy motivation. Weeee. Sa wakas! \ud83d \ude09, _LouellaJean,9.516109,123.162573,,,,,,,,,,,,
d,d,,,,,10, @ToniOfGlobe No advice. Wala namang dumating dito eh para ayusin., _LouellaJean,9.51611,123.162574,,,,,,,,,,,,
d,d,,,,,6, @iRONisms katong naa pa tay Monday. :))))), _LouellaJean,9.516111,123.162574,,,,,,,,,,,,
d,d,,,,,7, Giduka kos tambal. Good night. \ud83d \ude0c, _LouellaJean,9.516111,123.162535,,,,,,,,,,,,
d,d,,c,e,,38, Regards kuno c xam2 sa iya Tito Monkey ug Tito Pogi hahahaha \ud83d \ude1d \ud83d \ude48 \ud83d \udc35 \ud83d \udc12 \u270c \ufe0f \u270c \ufe0f \u270c \ufe0f \u270c \ufe0f \u270c \ufe0f \u270c \ufe0f #PeaceYow @ \u2026 http://t.co/RJLjp1tJAu, najcrys,9.521745,123.147874,,,,,,,,,,,,
d,d,,,,,13, Gasoline Boy Station - Mama \n - unsa jud na ma? \ud83d \ude02 \ud83d \ude02, iamcjsalvio,9.527017,123.165853,,,,,,,,,,,,
c,d,,,,,5, Nxt time wag na ganun. , zarmiePS,9.862463,123.842153,,,,,,,,,,,,
c,d,,,,,28, I hate this feeling of not knowing what you're feeling., zarmiePS,9.869771,123.838517,,,,,,,,,,,,
c,d,,,,,27, Sleeping is so hard when you can't stop thinking., zarmiePS,9.869771,123.838517,,,,,,,,,,,,
c,d,,,,,25, Last October 15 '13 nagising ako ng dahil sa yanig ng lupa(lindol). Ngayon dahil maingay sa labas. Required eh! Ano to? New year lang??, zarmiePS,9.869793,123.838576,,,,,,,,,,,,
c,d,,,,,20, Sila: imortante ang araw na to dahil anniv. ng lindol dito sa Bohol. \n Ako: UAAP Championship. \ud83c \udf89 \ud83c \udf89, zarmiePS,9.869793,123.838576,,,,,,,,,,,,
c,d,,t,,,16, Sila: importante ang araw na to dahil anniv. ng earthquake dito sa Bohol. \n Ako: UAAP Championship., zarmiePS,9.869793,123.838576,,,,,,,,,,,,
c,d,,,?,,8, @jinkybelanizo btaw. Asa na diay ka ron jinks?, imFAYIING,9.949079,123.39887,,,,,,,,,,,,
c,d,,,,,8, @jinkybelanizo ge uy. Got to go na! Bye, imFAYIING,9.949101,123.398955,,,,,,,,,,,,
c,d,,c,,,14, @JemCubil pa followback. \ud83d \ude0a please bitaw ni. schoolmate biya ta. hehe! #teknoy \u270c, usernameunvail,10.059289,123.433303,,,,,,,,,,,,
c,d,,,,,12, Stopover sah dw... :)) (@ Carcar City Cebu in Carcar) https://t.co/q91H9RD2pe, chinochuajr,10.103577,123.640565,,,,,,,,,,,,
c,d,,c,?,,23, unsaon jud? \ud83d \ude0f \ud83d \ude0f \n Unsay Problema brad? \ud83d \ude1d \n #Selfie#Black&amp;white @ Sembreak \ud83d \ude1d http://t.co/FFVEP78wDy, neninzlabyo,10.130852,123.682054,,,,,,,,,,,,
c,d,,,,,6, late ra siguro kaayo ko oy, katyalariosa,10.140645,123.69259,,,,,,,,,,,,
c,d,,,,,7, ahhhh kalami sa kinilaw. huehuehue guba diet, juyzahdeng,10.175739,123.721423,,,,,,,,,,,,
c,d,,,,,8, @AltheaTiniooo @ZeniaMaee maka.open naman. net nmu hinay, patrickszmutko,10.204723,123.750719,,,,,,,,,,,,
c,d,,,,,12, taasa sad ani ui... murag naay padulngan... BE POSITIVE... NAA LAGE NI..., patrickszmutko,10.204723,123.750719,,,,,,,,,,,,
c,d,,,,,16, Iyang mga pasahero. HAHA Tooot toooot ^-^ #babydriver #niece #cutiepie @ Corona Del Mar http://t.co/G1PU9VWWCz, xxxessi03xxx,10.238397,123.816907,,,,,,,,,,,,
c,d,,,,,4, @sofiaandress Followback po!!! 1, reesealyana,10.239657,123.823317,,,,,,,,,,,,
c,d,,,,,4, @sofiaandress Followback po!!! 2, reesealyana,10.239659,123.823315,,,,,,,,,,,,
c,d,,,,,3, Followback po @sofiaandress, reesealyana,10.239672,123.823313,,,,,,,,,,,,
c,d,,,,,6, lamia e duwa basket \ud83c \udfc0, MarMayordo1,10.240412,123.792201,,,,,,,,,,,,
c,d,,,,,23, Way ligo. Way laing sinina. Walay pang toothbrush. But still alive and kicking \ud83d \ude02 \ud83d \ude02 \ud83d \ude02 http://t.co/j2onGrDwMk, bunot,10.240601,123.791121,,,,,,,,,,,,
c,d,,,,,8, 8 1/2 hrs. of sleep. Salamat Lord., mynymisnym,10.241173,123.836784,,,,,,,,,,,,
c,d,,t,,,28, Anong nangyayare kay James Reid? Grabeee naloloka na kami dito! Get well now bae huhu T^T \n  \n We Are So Proud Of You James Reid \ud83d \udc4a, nestlymorales,10.242944,123.817211,,,,,,,,,,,,
c,d,,e,j,,6, @__Micchan_21 hehehe \u gambatte for your study :), LeafyOTAKUstorm,10.243556,123.812597,,,,,,,,,,,,
c,d,,,,,24, Omg ni comment siyaaaaa. Huy ayg pada ikaw ra ako d si Jem! Hahahhahahahhahahahahhaha \ud83d \ude02 \ud83d \ude02 \ud83d \ude2d \ud83d \ude2d \ud83d \udc94, jujujustineee,10.244389,123.842851,,,,,,,,,,,,
c,d,,,?minglanilla?,,14, Just need to take a bath and i can leave mingla na. Uggh T_T, silsiii,10.244596,123.798776,,,,,,,,,,,,
c,d,,,,,10, Lain kaayo akong pamati lawm pa gani sa kabuntagon T_T, claricearianne_,10.2451,123.845303,,,,,,,,,,,,
c,d,,t,,,10, @iamsupergabb syempre!! Lahat kaya ng male characters ang hohot hahahahahaah, claricearianne_,10.245355,123.843561,,,,,,,,,,,,
c,d,,,,,7, Wait what's with Nasaan Ka DJ?, claricearianne_,10.245385,123.843548,,,,,,,,,,,,
c,d,,,,,10, @dyanLOVESyou @nicolenvj lage kamu2 ra date2. Walay invite \ud83d \ude1e, Binaaaat,10.250555,123.791623,,,,,,,,,,,,
c,d,,,,,8, @Ako_Si_Bok wala dodong...work work ra ko..eheheh, brent_ian13,10.254315,123.816627,,,,,,,,,,,,
c,d,,,,,22, The famous Talisay Lechon and Ginabot! Putok batok lunch! \ud83d \udc37 (@ Larawan Beach Resort) https://t.co/lnV2y67mB2 http://t.co/9kJhGJV8tP, franckOrobles,10.25889,123.856906,,,,,,,,,,,,
c,d,,,,,7, ...ngifirt @ Zone II http://t.co/7pgNg8ZyFJ , rosswell11,10.259424,123.833583,,,,,,,,,,,,
c,d,,,,,3, Busy week huhays, jiyaassi,10.259885,123.825467,,,,,,,,,,,,
c,d,,c,*?,,10, Birrrrry panny \ud83d \ude02 \ud83d \ude02 \ud83d \ude02 \ud83d \ude02 , xoxoShawnenxoxo,10.261273,123.84504,,,,,,,,,,,,
c,d,,,,,5, @eelieezaaaaa wa may ni txt -.- , xoxoShawnenxoxo,10.261283,123.844982,,,,,,,,,,,,
c,d,,,,,22, na try ko ng smart-tnt-sun FREE INTERNET+unliFB send 9999...! u can save ur money heheh try it now! gogogooo!, dina_bongs,10.261347,123.861657,,,,,,,,,,,,
c,d,,,,,24, Naalala ko si Jane kay Jeron nung KrisTv guesting niya kain lang ng kain haha \ud83d \udc9a \ud83d \udc9b \ud83d \udc47 \n KrisTV With TENGBros, JaneyandShoti,10.262296,123.826458,,,,,,,,,,,,
c,d,,,,,17, assignment plus study time \ud83d \udc4d ok rsd kay lowbatt kaayo akong phone \ud83d \ude02 \ud83d \udd2b, AgentBlack_14,10.263613,123.841787,,,,,,,,,,,,
c,d,,,,,48, @abglrsls: sayun ra daw ang test kay 3 items ra. \n 1. \n 1.a \n 1.b \n 1.c \n 1.d \n 1.e \n 2. \n 2.a \n 2.b \n 2.c \n 2.d \n 2.e \n 3. \n 3.a \n 3.b \n 3.c \n 3.d \n 3.e-3.z \n  \n #pagsureoy, jaeeeeeeeeeee,10.265387,123.837819,,,,,,,,,,,,
c,d,,,,,9, Sayanga jud kuya bacus oy di ko kamove on, jaeeeeeeeeeee,10.265474,123.838113,,,,,,,,,,,,
c,d,,c,,,8, Nge pwede ta diay mi ma 2nd atooooo??, jaeeeeeeeeeee,10.265475,123.838112,,,,,,,,,,,,
c,d,,,,,22, @itsJaneOineza: Bumped into fifi!!! @FifthSolomon good to see you!! Dami chika at tawanan ah! \ud83d \ude02 movie soon! http://t.co/ExgxtsR73L, JaneyandShoti,10.268205,123.836662,,,,,,,,,,,,
c,d,,,,,20, Baby cant u see you're the one for me but you belong to another \ud83d \ude2d \ud83d \udc94 #SayangNaSayangTalaga, causeimboring,10.268724,123.864768,,,,,,,,,,,,
c,d,,,,,15, Hindi lang pala sa feelings sila nagkakasundo pati na rin sa foods #PAGIBIG #KrisTv #Jaron, JaneyandShoti,10.268968,123.838012,,,,,,,,,,,,
c,d,,,,,11, Thank you @darLasauLer and KrisTv sana #Jaron na sa susunod. Hehe, JaneyandShoti,10.268968,123.838012,,,,,,,,,,,,
d,d,,,,,27, @Estrada21Karla: Ayan guys!!! Asap choice awards na naman ha! Pakita tayo ng BANGIS at SOLID NA SAMAHAN!!! \ud83d \udcaa \ud83d \udcaa \ud83d \udcaa \ud83d \udcaa \ud83d \udc45, imluiiisajoy,10.269956,122.857622,,,,,,,,,,,,
d,d,,,,,7, Start na ba ngayon ang voting guys?, imluiiisajoy,10.269956,122.857621,,,,,,,,,,,,
d,d,,,,,4, May online voting ba?, imluiiisajoy,10.269957,122.857621,,,,,,,,,,,,
c,d,,,,,19, @kristianaabalo8 Baad. Ika December lang man daw iaayos narin yung bahay o yung sang kwarto sa taas para sayo. , almightyclaire,10.270104,123.845781,,,,,,,,,,,,
c,d,,,,,11, @DColegado DUGAYA MAABOT SAKONG REQUEST OY NAHUWASAN NALANG KO \ud83d \ude2c, SHMZC,10.272166,123.819425,,,,,,,,,,,,
c,d,,,,,6, Video diay loser. XDDD Ftw. XDD, DanaDiadem,10.272671,123.848878,,,,,,,,,,,,
c,d,,,,,10, Di man nako intention nga kataw.an ang post gud, gracelleabatss,10.275139,123.848392,,,,,,,,,,,,
c,d,,c,,,21, Sorry kay mga friend hah dili man gyud ko emotional pariha sa imong ganahan nga friends out there. \n  \n #asdfghjkl, jaylyxsah,10.27886,123.961751,,,,,,,,,,,,
c,d,,,,,8, @_KimCharles wa kaabot mga 3 weeks ra hahahaha, LydessaPayusan,10.279089,123.869207,,,,,,,,,,,,
c,d,,,,,5, Akng kachat rn \u2764 \u263a, karenpastiteo,10.279418,123.860567,,,,,,,,,,,,
c,d,,,,,8, Maka turn off jod nang laki nga bigaon, karenpastiteo,10.279418,123.860567,,,,,,,,,,,,
c,d,,,,,12, Nakakaon na jud ko'g kan-on after yesterday's lunch. Huhu!, simplyjene,10.27992,123.850138,,,,,,,,,,,,
c,d,,t,,,17, C Joshua at Jane hindi trending \n  \n Joshua &amp; Jane On ASAP \n Joshua &amp; Jane On ASAPStandout, IamAngel0291,10.280174,123.854059,,,,,,,,,,,,
c,d,,t,,,11, Ibon \n Joshua &amp; Jane On ASAP \n Joshua &amp; Jane On ASAPStandout, IamAngel0291,10.280174,123.854059,,,,,,,,,,,,
c,d,,,,,13, Good night keypers \n  \n JOSHANE Magkabilang Mundo \n JaneOineza in DubaiDAY1 \n JOSHUA on GGV, angelerames,10.280204,123.854075,,,,,,,,,,,,
c,d,,,,,5, @JasmineBirao Whahaha! Ngano mn ka?, audreytbns,10.281631,123.857924,,,,,,,,,,,,
c,d,,e,?,,10, @vicegandako: Proud TAMARAW!!!!! See you on Wednesday for Game 2., anggeeeeeeee,10.281715,123.857813,,,,,,,,,,,,
c,d,,t,,,15, 17 nominations out of 27! Go Tards!! Ipanalo natin to pordalab of KathNiel!! \ud83d \udc4a, denxcbts,10.282032,123.975217,,,,,,,,,,,,
c,d,,,,,5, Next na #KathNiel \u2665 #ASAPPop, Anne_kn26,10.283702,123.859425,,,,,,,,,,,,
c,d,,,,,9, tom taga.e tawn ug justice ang kanta hahahahahahahahhahaa ..., XhanLehvee,10.283719,123.868543,,,,,,,,,,,,
c,d,,,,,16, mas kusog pang music dai janine kaysa sa imong tingog . ka ngilgig jud aning SAS uy, XhanLehvee,10.283808,123.868503,,,,,,,,,,,,
c,d,,,,,26, sa susunod wag ng e push na pakantahin si janine ! ung birthday prod nya is hosting n lng. lip sync n nga d pa maayos ayos, XhanLehvee,10.283943,123.868487,,,,,,,,,,,,
c,d,,,?,,7, tagal ng karaokey ni alex at luis, XhanLehvee,10.283944,123.868486,,,,,,,,,,,,
c,d,,,,,9, ginakilig ko elmo ang janine oh my god hahahahahahahahahahhahahaahhahahahahahahahahaahha, XhanLehvee,10.283948,123.868483,,,,,,,,,,,,
c,d,,c,,,5, lip sync pa dai hahahahahahah, XhanLehvee,10.283951,123.868482,,,,,,,,,,,,
c,d,,,,,7, Mura pamag akong ma feel ang cramps, KintaroMiyagi4,10.284773,123.96674,,,,,,,,,,,,
c,d,,,,,2, Fuck pamaol, KintaroMiyagi4,10.284815,123.966741,,,,,,,,,,,,
c,d,,,,,4, Why so danghag gerl???!!!!, ReahLoves,10.285061,123.997061,,,,,,,,,,,,
c,d,,,,,5, @zylysff conching kanang bread? Hahahaha, ReahLoves,10.285068,123.99705,,,,,,,,,,,,
c,d,,,,,12, Piggy akung fone nga gamay wala sa akung bag \ud83d \ude2d @dongie07, ReahLoves,10.285086,123.997077,,,,,,,,,,,,
c,d,,t,e,,38, hindi tayo tao \ud83d \udc6b - hindi tayo hayop \ud83d \udc07 \ud83d \udc05 ---&gt; BAGAY tayo \ud83d \ude04 \ud83d \udc4d \ud83d \ude04 BAGAY na BAGAY \ud83d \ude0b \ud83d \udc4d \ud83d \ude0b \n  \n #lovelovelove \u2026 http://t.co/AAKUUJ9MHR, MarieFiel09,10.28512,123.858868,,,,,,,,,,,,
c,d,,,,,13, Livestream pls... \n #JaneOinezaTravelDiary \n JoshAneGT Livestream PLEASE \n SixDaysToGo JOSHANE GT \n JOSHANE Magkabilang Mundo, EmilyEmzlarraga,10.286979,123.971546,,,,,,,,,,,,
c,d,,,,,16, Wla lng magawa bored lng... \n #JaneOinezaTravelDiary \n JoshAneGT Livestream PLEASE \n SixDaysToGo JOSHANE GT \n JOSHANE Magkabilang Mundo, EmilyEmzlarraga,10.286981,123.971546,,,,,,,,,,,,
c,d,,,,,22, @Jane_U_Oineza: @iJoshAne: SixDaysToGo JOSHANE GT \n JOSHANE Magkabilang Mundo \n Ito yon oh!ang cute ni jboy... \n \ud83d \ude3b http://t.co/lXXOYPxarA, EmilyEmzlarraga,10.287025,123.971518,,,,,,,,,,,,
c,d,,,,,5, Klase na ugma! Hello baon!, CaesarIanAbatol,10.287091,123.869764,,,,,,,,,,,,
c,d,,,,,10, @Dy0saNgGanda gahgah! Ano expect ko sa plan 999 lang? Whhahaah , Cerstillore,10.288438,123.870796,,,,,,,,,,,,
c,d,,,,,5, @LottieLegh finger pa more Lottie! , Cerstillore,10.288464,123.87077,,,,,,,,,,,,
c,d,,,,,5, @andrewMullanida madamot sa link! Whahaha!! , Cerstillore,10.288562,123.870671,,,,,,,,,,,,
c,d,,,,,5, @andrewMullanida @iLOByow penge link! Whahhaa , Cerstillore,10.288605,123.870627,,,,,,,,,,,,
c,d,,,,,15, @iLOByow pre DM mo nalang ako..same lang din naman sa pm sa fb. Whahaha , Cerstillore,10.288605,123.870628,,,,,,,,,,,,
c,d,,t,,,17, Humopia..na pala ako sa love! Potek! Sino nag pa uso ng hopia! Chinese na naman!! Lolz , Cerstillore,10.288605,123.870628,,,,,,,,,,,,
c,d,,,,,22, Sabi ng friend ko..crush saw paglalandi lang daw. So Hindi ko pala siya crush kasi di ko siya nilalandi! Whahaha #CrushieProblem , Cerstillore,10.288606,123.870627,,,,,,,,,,,,
c,d,,t,e,,4, Anong shet yan huhuhu, ChantalMancao,10.288743,123.874146,,,,,,,,,,,,
c,d,,,,,26, @tinnywinnny good morning baee!!!!! \ud83d \ude02 \ud83d \ude18 \ud83d \ude1a \ud83d \ude0d, nclmlgr,10.288797,123.881811,,,,,,,,,,,,
c,d,,,,,14, @BobOngWords: BEST FEELING: Gets mo yung lesson niyo sa Math. mahitbo ba kaha ni??? \ud83d \ude2d \ud83d \ude2d \ud83d \ude2d \ud83d \ude2d \ud83d \ude2d \ud83d \ude2d, nclmlgr,10.288797,123.88181,,,,,,,,,,,,
c,d,,,?,,12, @kpopuberty: Exo's Chanyeol http://t.co/FPp0tKdLIK daebak!!! \ud83d \udc96 \ud83d \udc95 \u2764 \ud83d \udc99 \ud83d \udc9a \ud83d \udc9b \ud83d \udc9c, nclmlgr,10.288797,123.881811,,,,,,,,,,,,
c,d,,,,,9, @BossIvyP: paniwalaan mo. || Solo ASAP Prod For KathNiel || #KathNielASAPPop, jecillelovers16,10.289045,123.85691,,,,,,,,,,,,
c,d,,,,,13, @NasraimaS: Happy SUNDAY to all KNs \n  \n #KathNielASAPPop \n Nuod tau guys ha!, jecillelovers16,10.289045,123.85691,,,,,,,,,,,,
c,d,,,,,21, @giadelacruzzz: \u201c@FunnyPinoyQuote: Yung classmate mong feeling officer. HAMPASIN KITA NG UPUAN E! http://t.co/pOixdjVx1o \u201d mashado kase eh, jecillelovers16,10.289285,123.856894,,,,,,,,,,,,
c,d,,,,,9, Best Monday so far. Kay way klase aw haha, jecillelovers16,10.289285,123.856894,,,,,,,,,,,,
c,d,,t?,*,,22, Ako naman ngayon ang lalaban para same Latin. Chaaar tagaleg :3 \n #Getwellsoon #Imissyou #Iloveyou &lt;3 @ \u2026 http://t.co/SG0aJqTa0H, Euphilmia,10.289521,123.869386,,,,,,,,,,,,
c,d,,,,,22, @taylorrens94 sis meron din kami sa CEBU ? ^_^ \n  \n Eve of the Grandest JOSHANE GT \n ONEDayToGo JOSHANE GT \n Relive The Magic JOSHANE, itsjmjLast,10.289523,123.870784,,,,,,,,,,,,
c,d,,,,,22, Akalain nyo si Kuya PA nag FAVE. sya kasi pasimuno ng GULONG eh ahaha sabi na eh :D http://t.co/cAsbFMBITR, itsjmjLast,10.289594,123.870803,,,,,,,,,,,,
c,d,,t?,,,17, Kayo na bahala dito CB mo ba ako ^_^ \n  \n JoshAne The Dynamic Duo \n SevenDaysToGo JOSHANE GT, itsjmjLast,10.289666,123.870841,,,,,,,,,,,,
c,d,,,,,7, @TagalogQuotes: That Lunes pero walang pasok feeling., yvethchiie,10.290269,123.950044,,,,,,,,,,,,
c,d,,,,,10, Kinsa na si a.j. Ramos??? hahahaha #video #hottopic #trending, fransongssi,10.290607,123.893281,,,,,,,,,,,,
c,d,,,,,8, Karun rami friends ni rodnick sa fb hahahaha, fdianneslim,10.290651,123.873491,,,,,,,,,,,,
c,d,,,,,6, Wa jud bitay lami promise haha, fdianneslim,10.29069,123.873378,,,,,,,,,,,,
c,d,,c,?phon,,5, @leymaureen ley asa nga mcdo? :), canadajessery,10.291248,123.876508,,,,,,,,,,,,
c,d,,,,,13, Murag kami ra sguro grupo nga wa nagchever ug social rn \ud83d \ude02, canadajessery,10.291265,123.876505,,,,,,,,,,,,
c,d,,,,,22, Kelan kaya ako kikiligin uli yung tipong manonood lang ako ng guesting ng shinian noon ts sasabihin na nila tumatawa praning lang??, miahtics,10.291326,123.872709,,,,,,,,,,,,
c,d,,,,,18, Ate @gorachelleann malapit na bday ni kuya @xtianbautista sana greet mo ah wid ur miss saigon fam..heehehe, miahtics,10.291329,123.872708,,,,,,,,,,,,
c,d,,,,,12, Tang ina yang room mate na mag nanakaw \ud83c \udf35 \ud83d \udd2b , itsKRISRUDOLPH,10.2914,123.974405,,,,,,,,,,,,
c,d,,,,,17, #HugotSaHatingGabi \n Missing people i have never met missing memories that haven't happened yet #nostalgic \ud83d \ude2a, daphnekulot,10.291862,123.583103,,,,,,,,,,,,
c,d,,e,c*?,,11, Unleashed the turista in me! @ Cebu Zoo http://t.co/AwyUTrueYC, suncityap,10.29191,123.883235,,,,,,,,,,,,
c,d,,,,,5, Ka happy ani oy hahahaha, ReezaCavan,10.292438,123.8725,,,,,,,,,,,,
c,d,,,,,4, Sht kiliga \ud83d \ude04, ReezaCavan,10.292472,123.872622,,,,,,,,,,,,
c,d,,,,,7, @jejerje Sa PE lang naman. Hahay hahaha, berley_jane,10.292708,123.887998,,,,,,,,,,,,
c,d,,,,,6, @jejerje Positive ra kaayo ka HAHAHA, berley_jane,10.29271,123.887992,,,,,,,,,,,,
c,d,,,,,9, Uwan ayg palabi beh kay mag basketball pami unya, PeterLiiim,10.293037,123.876496,,,,,,,,,,,,
c,d,,,,,5, @pio3rdie salamat sa peanutkisses pioyowloooow!! ;)) , twinkieBu19,10.293277,123.863087,,,,,,,,,,,,
c,d,,,,,9, pwede icancel ang klase kay allergic kog rain aw, JustinKateh,10.293513,123.865776,,,,,,,,,,,,
c,d,,,,,5, Naikog najod kos im feel, reaaalala,10.293665,123.897502,,,,,,,,,,,,
c,d,,t,,,24, @Astroplus1 i'm jealous. Why is it that the album launching is not the same all throughout the country? Maraming freebies sa Manila \u2639, giveAlms2dpoor,10.293713,123.970803,,,,,,,,,,,,
c,d,,c,?,,13, happy birthday @clarisseortizzz and @ermaSets lablab \ud83d \ude18 muuuaaah \ud83c \udf89 \ud83c \udf8a, rienelevine,10.294242,123.883161,,,,,,,,,,,,
c,d,,t,e,,14, yan tuloy na ruin na yung mood koooo. \ud83d \ude2b \ud83d \ude2b \ud83d \ude2b, rienelevine,10.294245,123.883107,,,,,,,,,,,,
c,d,,,,,15, Fr. Mejares: The quake reminded us nga ang atong kinabuhi lumalabay lamang. #quakeanniv #ayearafter @sunstaronline, marizpuyo,10.2943,123.902411,,,,,,,,,,,,
c,d,,,,,18, mayta daghan mananaw sa among trailer uy kay gwapo kaayo si leean ahahahah \ud83d \ude02 \ud83d \ude02 @lgillamac, Siegtooon,10.294409,123.886773,,,,,,,,,,,,
c,d,,,,,9, Wa gyuy uso reply diri dapita oh \ud83d \ude2a, Siegtooon,10.294441,123.886768,,,,,,,,,,,,
c,d,,,,,11, Boring pa kaayo bati pakayg salida \ud83d \ude2a paita sunday uy, Siegtooon,10.294459,123.886817,,,,,,,,,,,,
c,d,,,,,8, Bet ng Bayan (GMA7) live in Cebu! Haha., generic_gene,10.294754,123.903963,,,,,,,,,,,,
c,d,,,,,5, walang kupas si Jolens #ASAPStandout, cel_llymeh,10.294782,123.987378,,,,,,,,,,,,
c,d,,,,,9, @gellyonion omygawd proud kayko nimo \ud83d \ude2d \ud83d \ude06, JustinKateh,10.295309,123.867682,,,,,,,,,,,,
c,d,,,,,6, @clairegiganto sige push mo yan hahaha, AlyzaRegina,10.295551,123.870609,,,,,,,,,,,,
c,d,,,,,8, @clairegiganto lagi ga stalk si Marjay nako hahaha, AlyzaRegina,10.295586,123.870578,,,,,,,,,,,,
c,d,,,,,10, Gi liver gi wa sa akung manghud akung slippers -_____-, AlyzaRegina,10.295614,123.870699,,,,,,,,,,,,
c,d,,,,,6, @clairegiganto si RUNsssssss GOR(e)abells?, AlyzaRegina,10.295623,123.870653,,,,,,,,,,,,
c,d,,,,,25, @clairegiganto Claire wa koy powers hahaha e dm nako ang name oys daghan kayg mga tao ang ni sud na wa ko kaibaw which one, AlyzaRegina,10.295629,123.87061,,,,,,,,,,,,
c,d,,,,,15, @debbatucan I ligo later hahaha because Kanding ko sige go ligo na! Kay morning pa!, AlyzaRegina,10.295632,123.870646,,,,,,,,,,,,
c,d,,,,,10, @debbatucan oh ems kalimut kos science uuggghhh and science too :), AlyzaRegina,10.295634,123.870623,,,,,,,,,,,,
c,d,,,,,8, @clairegiganto kadaghan bag kuan sa world oy! Hahaha, AlyzaRegina,10.295636,123.870579,,,,,,,,,,,,
c,d,,,,,10, @JayEsarza para maka anhi ka nya tabangan tika with everything, AlyzaRegina,10.295651,123.870648,,,,,,,,,,,,
c,d,,,,,5, Okay should start na :) SANAYSAY, AlyzaRegina,10.295692,123.870585,,,,,,,,,,,,
c,d,,,,,9, Cute man sad d.i ni si esdeath XD, Maria_Amaba,10.29577,123.869175,,,,,,,,,,,,
c,d,,c,e,,18, Inom na lagi anang herbal para maayo ka! Bahalag pait huna2a tagay na. \n  \n aay tagay nga init?, abriilata,10.296455,123.884234,,,,,,,,,,,,
c,d,,,,,3, Defense na naman., ejchua1995,10.296764,123.904715,,,,,,,,,,,,
c,d,,t,,,20, @Bitchessa101 @JBilacaol wait. Kailan yan sinabi ni @iamjoshuagarcia ? Kasi Wala talaga kaming narinig. Seryoso. \ud83d \ude02 Jk lng ba to?, HansCarbajosa,10.296842,123.899208,,,,,,,,,,,,
c,d,,,,,11, @_claireo: nindot ang trailer sa FJJ wait muna \u263a \u263a \u263a, cillemt,10.297027,123.873818,,,,,,,,,,,,
c,d,,,,,4, Balhin ta computer behhhh, cillemt,10.297028,123.87382,,,,,,,,,,,,
c,d,,,,,8, @christygahuman @AEllalala - - pero feel nako naay bn sooo, cillemt,10.297029,123.87382,,,,,,,,,,,,
c,d,,,,,6, @christygahuman friends mn gihapon mi hehhhh, cillemt,10.297029,123.87382,,,,,,,,,,,,
c,d,,,?,,10, @ryanvillapaz: Very good thank you maaaaa'amm :)) shettth ajowndka hahahaha, cillemt,10.297029,123.87382,,,,,,,,,,,,
c,d,,,,,6, Na upload na among trailer wewww, cillemt,10.297029,123.87382,,,,,,,,,,,,
c,d,,,,,6, Wait sa kay puro naay 5, cillemt,10.297029,123.873821,,,,,,,,,,,,
c,d,,,,,13, Sge nalang oy rain or shine bsta naa lang ma learn hahahaha char, elfayelibusteri,10.297263,123.882799,,,,,,,,,,,,
c,d,,,,,24, Perks of having NO SLEEP. Tripping rani tanan. Sa utok rjd ni namu. Not at home yet. \n #Baye \u2026 http://t.co/oK69slaQ0h, bugsssh,10.297322,123.882947,,,,,,,,,,,,
c,d,,,,,13, omg tinuod to @gellyonion? ONG SO HAPPY FOR YOU \ud83d \ude2d \ud83d \udc4f, JustinKateh,10.297483,123.869455,,,,,,,,,,,,
c,d,,,,,12, @08Yow ah. Di pa kita nakita sa mga gatherings eh. \ud83d \ude03, nebuchadnizhar,10.297947,123.904327,,,,,,,,,,,,
c,d,,,?,,6, Lola just said shit OMYGOD HAHAHAHAHAHAHAHAHAHAHHAHA, JustinKateh,10.298613,123.86889,,,,,,,,,,,,
c,d,,,,,25, Sorry but im having your ex- for lunch hahaha (joke only) \ud83d \ude01 \u270c \ufe0f#hipon #joke #justkidding #lunch #hungry \u2026 http://t.co/bot3Y0WbZW, ThatcuteguyMarc,10.298754,123.890524,,,,,,,,,,,,
c,d,,,,,6, @bhiyangkii ikaw pa may experienced hahahahaha, dhaniellehereoh,10.29887,123.891131,,,,,,,,,,,,
c,d,,,,,22, Thanks for the pasalubong Strawberry Jam from Benguet &amp; Pastel from Camiguin @itscahwen (@ 7-Eleven in Cebu City) https://t.co/M47e1OLhsv, bisdak_explorer,10.299222,123.878514,,,,,,,,,,,,
c,d,,e,c,,13, @Catrishaaaa pa deliver kana trishh tell ur ate dimdim \ud83d \ude0a \ud83d \ude0a, shairasharmaine,10.299603,123.896376,,,,,,,,,,,,
c,d,,,,,14, Yaks. Gisundan jud ug sayaw ni Shaina ang duet ni Bamboo ug Sarah? Pakauwaw!, alecsrivera,10.299685,123.887106,,,,,,,,,,,,
c,d,,,,,9, Dakoag paa ni Shaina oy. Christmas na jud. #hamon, alecsrivera,10.299691,123.887105,,,,,,,,,,,,
